Log file open, 12/22/22 18:36:43
[2022.12.22-18.30.56:472][835]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0241620.879452
[2022.12.22-18.30.56:507][836]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0241620.883562
[2022.12.22-18.30.56:536][837]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0179270.905479
[2022.12.22-18.30.56:569][838]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0179270.905479
[2022.12.22-18.30.56:601][839]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0085740.928767
[2022.12.22-18.30.56:634][840]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0085740.928767
[2022.12.22-18.30.56:667][841]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0085740.928767
[2022.12.22-18.30.56:698][842]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0085740.928767
[2022.12.22-18.30.56:731][843]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0085740.928767
[2022.12.22-18.30.56:764][844]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0085740.928767
[2022.12.22-18.30.56:796][845]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0085740.928767
[2022.12.22-18.30.56:830][846]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0085740.928767
[2022.12.22-18.30.56:862][847]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0085740.928767
[2022.12.22-18.30.56:895][848]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0085740.928767
[2022.12.22-18.30.56:927][849]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0085740.928767
[2022.12.22-18.30.56:961][850]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0085740.928767
[2022.12.22-18.30.56:994][851]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0085740.928767
[2022.12.22-18.30.57:025][852]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0085740.928767
[2022.12.22-18.30.57:057][853]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0085740.928767
[2022.12.22-18.30.57:090][854]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0085740.928767
[2022.12.22-18.30.57:124][855]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0085740.928767
[2022.12.22-18.30.57:155][856]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0085740.928767
[2022.12.22-18.30.57:189][857]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0085740.928767
[2022.12.22-18.30.57:222][858]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0085740.928767
[2022.12.22-18.30.57:254][859]LogBlueprintUserMessages: [PC_RTS_C_0] 0.1153550.994521
[2022.12.22-18.30.57:319][860]LogBlueprintUserMessages: [PC_RTS_C_0] 0.2743570.949315
[2022.12.22-18.30.57:343][861]LogBlueprintUserMessages: [PC_RTS_C_0] 0.5572880.939726
[2022.12.22-18.30.57:363][862]LogBlueprintUserMessages: [PC_RTS_C_0] 0.6149650.924658
[2022.12.22-18.30.57:459][863]LogBlueprintUserMessages: [PC_RTS_C_0] 0.6235390.921918
[2022.12.22-18.30.57:490][864]LogBlueprintUserMessages: [PC_RTS_C_0] 0.7887760.89589
[2022.12.22-18.30.57:516][865]LogBlueprintUserMessages: [PC_RTS_C_0] 0.7895560.89589
[2022.12.22-18.30.57:539][866]LogBlueprintUserMessages: [PC_RTS_C_0] 0.7887760.894521
[2022.12.22-18.30.57:569][867]LogBlueprintUserMessages: [PC_RTS_C_0] 0.7887760.894521
[2022.12.22-18.30.57:601][868]LogBlueprintUserMessages: [PC_RTS_C_0] 0.7989090.915068
[2022.12.22-18.30.57:633][869]LogBlueprintUserMessages: [PC_RTS_C_0] 0.8121590.894521
[2022.12.22-18.30.57:668][870]LogBlueprintUserMessages: [PC_RTS_C_0] 0.8121590.894521
[2022.12.22-18.30.57:701][871]LogBlueprintUserMessages: [PC_RTS_C_0] 0.878410.906849
[2022.12.22-18.30.57:733][872]LogBlueprintUserMessages: [PC_RTS_C_0] 0.8846450.908219
[2022.12.22-18.30.57:766][873]LogBlueprintUserMessages: [PC_RTS_C_0] 0.892440.912329
[2022.12.22-18.30.57:798][874]LogBlueprintUserMessages: [PC_RTS_C_0] 0.892440.912329
[2022.12.22-18.30.57:831][875]LogBlueprintUserMessages: [PC_RTS_C_0] 0.892440.912329
[2022.12.22-18.30.57:863][876]LogBlueprintUserMessages: [PC_RTS_C_0] 0.892440.912329
[2022.12.22-18.30.57:896][877]LogBlueprintUserMessages: [PC_RTS_C_0] 0.892440.912329
[2022.12.22-18.30.57:929][878]LogBlueprintUserMessages: [PC_RTS_C_0] 0.892440.912329
[2022.12.22-18.30.57:963][879]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9072490.942466
[2022.12.22-18.30.57:995][880]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9103660.949315
[2022.12.22-18.30.58:029][881]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9103660.949315
[2022.12.22-18.30.58:062][882]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9103660.949315
[2022.12.22-18.30.58:093][883]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9103660.949315
[2022.12.22-18.30.58:126][884]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9103660.949315
[2022.12.22-18.30.58:159][885]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9103660.949315
[2022.12.22-18.30.58:190][886]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9103660.949315
[2022.12.22-18.30.58:222][887]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9103660.949315
[2022.12.22-18.30.58:255][888]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9103660.949315
[2022.12.22-18.30.58:287][889]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9103660.949315
[2022.12.22-18.30.58:321][890]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9103660.949315
[2022.12.22-18.30.58:353][891]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9103660.949315
[2022.12.22-18.30.58:386][892]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9103660.949315
[2022.12.22-18.30.58:418][893]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9103660.949315
[2022.12.22-18.30.58:451][894]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9103660.949315
[2022.12.22-18.30.58:484][895]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9103660.949315
[2022.12.22-18.30.58:517][896]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9103660.949315
[2022.12.22-18.30.58:564][897]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9103660.949315
[2022.12.22-18.30.58:582][898]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9103660.949315
[2022.12.22-18.30.58:614][899]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9103660.949315
[2022.12.22-18.30.58:645][900]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9103660.949315
[2022.12.22-18.30.58:682][901]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9103660.949315
[2022.12.22-18.30.58:716][902]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9103660.949315
[2022.12.22-18.30.58:744][903]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9103660.949315
[2022.12.22-18.30.58:777][904]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9103660.949315
[2022.12.22-18.30.58:809][905]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9103660.949315
[2022.12.22-18.30.58:840][906]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9103660.949315
[2022.12.22-18.30.58:873][907]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9103660.949315
[2022.12.22-18.30.58:906][908]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9103660.949315
[2022.12.22-18.30.58:938][909]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9103660.949315
[2022.12.22-18.30.58:982][910]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9103660.949315
[2022.12.22-18.30.59:004][911]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9103660.949315
[2022.12.22-18.30.59:036][912]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9103660.949315
[2022.12.22-18.30.59:069][913]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9103660.949315
[2022.12.22-18.30.59:101][914]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9103660.949315
[2022.12.22-18.30.59:132][915]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9103660.949315
[2022.12.22-18.30.59:165][916]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9103660.949315
[2022.12.22-18.30.59:197][917]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9103660.949315
[2022.12.22-18.30.59:229][918]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9103660.949315
[2022.12.22-18.30.59:262][919]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9103660.949315
[2022.12.22-18.30.59:296][920]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9984410.935616
[2022.12.22-18.30.59:328][921]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9984410.935616
[2022.12.22-18.30.59:360][922]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9984410.935616
[2022.12.22-18.30.59:393][923]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9984410.935616
[2022.12.22-18.30.59:427][924]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9968820.935616
[2022.12.22-18.30.59:457][925]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9968820.935616
[2022.12.22-18.30.59:489][926]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9968820.935616
[2022.12.22-18.30.59:522][927]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9968820.935616
[2022.12.22-18.30.59:553][928]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9968820.935616
[2022.12.22-18.30.59:586][929]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9968820.935616
[2022.12.22-18.30.59:618][930]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9968820.935616
[2022.12.22-18.30.59:652][931]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9968820.935616
[2022.12.22-18.30.59:684][932]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9968820.935616
[2022.12.22-18.30.59:717][933]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9968820.935616
[2022.12.22-18.30.59:750][934]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9968820.935616
[2022.12.22-18.30.59:782][935]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9968820.935616
[2022.12.22-18.30.59:914][936]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9968820.935616
[2022.12.22-18.30.59:938][937]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9968820.935616
[2022.12.22-18.30.59:962][938]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9968820.935616
[2022.12.22-18.30.59:992][939]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9968820.935616
[2022.12.22-18.31.00:025][940]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9968820.935616
[2022.12.22-18.31.00:149][941]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9968820.935616
[2022.12.22-18.31.00:177][942]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9968820.935616
[2022.12.22-18.31.00:198][943]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9968820.935616
[2022.12.22-18.31.00:232][944]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9968820.935616
[2022.12.22-18.31.00:263][945]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9968820.935616
[2022.12.22-18.31.00:295][946]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9968820.935616
[2022.12.22-18.31.00:327][947]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9968820.935616
[2022.12.22-18.31.00:357][948]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9968820.935616
[2022.12.22-18.31.00:395][949]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9968820.935616
[2022.12.22-18.31.00:427][950]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9968820.935616
[2022.12.22-18.31.00:461][951]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9968820.935616
[2022.12.22-18.31.00:597][952]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9968820.935616
[2022.12.22-18.31.00:621][953]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9968820.935616
[2022.12.22-18.31.00:676][954]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9968820.935616
[2022.12.22-18.31.00:693][955]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9968820.935616
[2022.12.22-18.31.00:814][956]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9968820.935616
[2022.12.22-18.31.00:838][957]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9968820.935616
[2022.12.22-18.31.00:862][958]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9968820.935616
[2022.12.22-18.31.00:994][959]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9968820.935616
[2022.12.22-18.31.01:023][960]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9968820.935616
[2022.12.22-18.31.01:054][961]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9922060.949315
[2022.12.22-18.31.01:084][962]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9922060.949315
[2022.12.22-18.31.01:117][963]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9922060.950685
[2022.12.22-18.31.01:151][964]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9922060.950685
[2022.12.22-18.31.01:185][965]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9922060.950685
[2022.12.22-18.31.01:217][966]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9922060.950685
[2022.12.22-18.31.01:250][967]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9922060.950685
[2022.12.22-18.31.01:284][968]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9922060.950685
[2022.12.22-18.31.01:316][969]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9922060.950685
[2022.12.22-18.31.01:350][970]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9922060.950685
[2022.12.22-18.31.01:383][971]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9922060.950685
[2022.12.22-18.31.01:418][972]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9922060.950685
[2022.12.22-18.31.01:450][973]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9922060.950685
[2022.12.22-18.31.01:482][974]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9922060.950685
[2022.12.22-18.31.01:515][975]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9922060.950685
[2022.12.22-18.31.01:547][976]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9922060.950685
[2022.12.22-18.31.01:578][977]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9922060.950685
[2022.12.22-18.31.01:610][978]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9922060.950685
[2022.12.22-18.31.01:643][979]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9922060.950685
[2022.12.22-18.31.01:675][980]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9922060.950685
[2022.12.22-18.31.01:709][981]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9922060.950685
[2022.12.22-18.31.01:741][982]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9922060.950685
[2022.12.22-18.31.01:774][983]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9922060.950685
[2022.12.22-18.31.01:807][984]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9922060.950685
[2022.12.22-18.31.01:840][985]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9922060.950685
[2022.12.22-18.31.01:872][986]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9922060.950685
[2022.12.22-18.31.01:906][987]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9922060.950685
[2022.12.22-18.31.01:938][988]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9883090.954795
[2022.12.22-18.31.01:970][989]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9883090.954795
[2022.12.22-18.31.02:003][990]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9883090.954795
[2022.12.22-18.31.02:036][991]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9875290.954795
[2022.12.22-18.31.02:068][992]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9875290.954795
[2022.12.22-18.31.02:101][993]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9875290.954795
[2022.12.22-18.31.02:133][994]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9875290.954795
[2022.12.22-18.31.02:165][995]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9875290.954795
[2022.12.22-18.31.02:195][996]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9875290.954795
[2022.12.22-18.31.02:235][997]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9875290.954795
[2022.12.22-18.31.02:267][998]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9875290.954795
[2022.12.22-18.31.02:299][999]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9875290.954795
[2022.12.22-18.31.02:332][  0]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9875290.954795
[2022.12.22-18.31.02:363][  1]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9875290.954795
[2022.12.22-18.31.02:395][  2]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9875290.954795
[2022.12.22-18.31.02:427][  3]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9875290.954795
[2022.12.22-18.31.02:472][  4]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9875290.954795
[2022.12.22-18.31.02:538][  5]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9875290.954795
[2022.12.22-18.31.02:561][  6]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9875290.954795
[2022.12.22-18.31.02:582][  7]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9875290.954795
[2022.12.22-18.31.02:599][  8]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9875290.954795
[2022.12.22-18.31.02:628][  9]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9875290.954795
[2022.12.22-18.31.02:660][ 10]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9875290.954795
[2022.12.22-18.31.02:702][ 11]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9875290.954795
[2022.12.22-18.31.02:734][ 12]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9875290.954795
[2022.12.22-18.31.02:766][ 13]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9875290.954795
[2022.12.22-18.31.02:798][ 14]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9875290.954795
[2022.12.22-18.31.02:831][ 15]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9875290.954795
[2022.12.22-18.31.02:864][ 16]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9875290.954795
[2022.12.22-18.31.02:895][ 17]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9875290.954795
[2022.12.22-18.31.02:929][ 18]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9875290.954795
[2022.12.22-18.31.02:962][ 19]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9875290.954795
[2022.12.22-18.31.02:995][ 20]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9875290.954795
[2022.12.22-18.31.03:027][ 21]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9875290.954795
[2022.12.22-18.31.03:060][ 22]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9875290.954795
[2022.12.22-18.31.03:092][ 23]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9875290.954795
[2022.12.22-18.31.03:124][ 24]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9875290.954795
[2022.12.22-18.31.03:157][ 25]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9875290.954795
[2022.12.22-18.31.03:190][ 26]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9875290.954795
[2022.12.22-18.31.03:222][ 27]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9875290.954795
[2022.12.22-18.31.03:254][ 28]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9875290.954795
[2022.12.22-18.31.03:288][ 29]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9875290.954795
[2022.12.22-18.31.03:320][ 30]LogBlueprintUserMessages: [PC_RTS_C_0] 0.9555730.906849
[2022.12.22-18.31.03:353][ 31]LogBlueprintUserMessages: [PC_RTS_C_0] 0.945440.893151
[2022.12.22-18.31.03:386][ 32]LogBlueprintUserMessages: [PC_RTS_C_0] 0.8098210.749315
[2022.12.22-18.31.03:417][ 33]LogBlueprintUserMessages: [PC_RTS_C_0] 0.7872170.720548
[2022.12.22-18.31.03:450][ 34]LogBlueprintUserMessages: [PC_RTS_C_0] 0.5635230.434247
[2022.12.22-18.31.03:484][ 35]LogBlueprintUserMessages: [PC_RTS_C_0] 0.4341390.338356
[2022.12.22-18.31.03:516][ 36]LogBlueprintUserMessages: [PC_RTS_C_0] 0.3671080.263014
[2022.12.22-18.31.03:548][ 37]LogBlueprintUserMessages: [PC_RTS_C_0] 0.2985190.179452
[2022.12.22-18.31.03:580][ 38]LogBlueprintUserMessages: [PC_RTS_C_0] 0.2556510.146575
[2022.12.22-18.31.03:613][ 39]LogBlueprintUserMessages: [PC_RTS_C_0] 0.2283710.120548
[2022.12.22-18.31.03:644][ 40]LogBlueprintUserMessages: [PC_RTS_C_0] 0.2236940.117808
[2022.12.22-18.31.03:678][ 41]LogBlueprintUserMessages: [PC_RTS_C_0] 0.1987530.1
[2022.12.22-18.31.03:711][ 42]LogBlueprintUserMessages: [PC_RTS_C_0] 0.1979730.1
[2022.12.22-18.31.03:743][ 43]LogBlueprintUserMessages: [PC_RTS_C_0] 0.1878410.094521
[2022.12.22-18.31.03:775][ 44]LogBlueprintUserMessages: [PC_RTS_C_0] 0.1878410.094521
[2022.12.22-18.31.03:807][ 45]LogBlueprintUserMessages: [PC_RTS_C_0] 0.1738110.090411
[2022.12.22-18.31.03:839][ 46]LogBlueprintUserMessages: [PC_RTS_C_0] 0.1738110.090411
[2022.12.22-18.31.03:870][ 47]LogBlueprintUserMessages: [PC_RTS_C_0] 0.1738110.090411
[2022.12.22-18.31.03:906][ 48]LogBlueprintUserMessages: [PC_RTS_C_0] 0.1738110.090411
[2022.12.22-18.31.03:938][ 49]LogBlueprintUserMessages: [PC_RTS_C_0] 0.1644580.090411
[2022.12.22-18.31.03:985][ 50]LogBlueprintUserMessages: [PC_RTS_C_0] 0.1535460.080822
[2022.12.22-18.31.04:010][ 51]LogBlueprintUserMessages: [PC_RTS_C_0] 0.148870.079452
[2022.12.22-18.31.04:032][ 52]LogBlueprintUserMessages: [PC_RTS_C_0] 0.148090.079452
[2022.12.22-18.31.04:056][ 53]LogAudioMixer: Display: Audio Buffer Underrun (starvation) detected. InstanceID=1
[2022.12.22-18.31.04:064][ 53]LogBlueprintUserMessages: [PC_RTS_C_0] 0.148090.079452
[2022.12.22-18.31.04:095][ 54]LogBlueprintUserMessages: [PC_RTS_C_0] 0.148090.079452
[2022.12.22-18.31.04:135][ 55]LogBlueprintUserMessages: [PC_RTS_C_0] 0.148090.079452
[2022.12.22-18.31.04:168][ 56]LogBlueprintUserMessages: [PC_RTS_C_0] 0.1247080.061644
[2022.12.22-18.31.04:202][ 57]LogBlueprintUserMessages: [PC_RTS_C_0] 0.1239280.060274
[2022.12.22-18.31.04:234][ 58]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0935310.042466
[2022.12.22-18.31.04:266][ 59]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0935310.042466
[2022.12.22-18.31.04:299][ 60]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0631330.017808
[2022.12.22-18.31.04:330][ 61]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0607950.017808
[2022.12.22-18.31.04:363][ 62]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0475450.008219
[2022.12.22-18.31.04:395][ 63]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0475450.009589
[2022.12.22-18.31.04:427][ 64]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0311770.030137
[2022.12.22-18.31.04:460][ 65]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0311770.030137
[2022.12.22-18.31.04:494][ 66]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0194860.030137
[2022.12.22-18.31.04:527][ 67]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0163680.030137
[2022.12.22-18.31.04:559][ 68]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0163680.030137
[2022.12.22-18.31.04:591][ 69]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0062350.028767
[2022.12.22-18.31.04:624][ 70]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0054560.028767
[2022.12.22-18.31.04:656][ 71]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0054560.028767
[2022.12.22-18.31.04:689][ 72]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0054560.028767
[2022.12.22-18.31.04:722][ 73]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0054560.028767
[2022.12.22-18.31.04:753][ 74]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0054560.028767
[2022.12.22-18.31.04:786][ 75]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0054560.028767
[2022.12.22-18.31.04:818][ 76]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0054560.028767
[2022.12.22-18.31.04:850][ 77]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0054560.028767
[2022.12.22-18.31.04:883][ 78]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0054560.028767
[2022.12.22-18.31.04:916][ 79]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0054560.028767
[2022.12.22-18.31.04:950][ 80]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0054560.028767
[2022.12.22-18.31.04:980][ 81]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0054560.028767
[2022.12.22-18.31.05:013][ 82]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0054560.028767
[2022.12.22-18.31.05:046][ 83]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0054560.028767
[2022.12.22-18.31.05:077][ 84]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0054560.028767
[2022.12.22-18.31.05:111][ 85]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0054560.028767
[2022.12.22-18.31.05:142][ 86]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0054560.028767
[2022.12.22-18.31.05:174][ 87]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0054560.028767
[2022.12.22-18.31.05:207][ 88]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0054560.028767
[2022.12.22-18.31.05:239][ 89]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0054560.028767
[2022.12.22-18.31.05:271][ 90]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0054560.028767
[2022.12.22-18.31.05:303][ 91]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0054560.028767
[2022.12.22-18.31.05:337][ 92]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0054560.028767
[2022.12.22-18.31.05:367][ 93]LogBlueprintUserMessages: [PC_RTS_C_0] 0.0054560.028767
